opportunity_id,customer_key,channel_key,service_id,date_key,stage,stage_probability,expected_revenue_da,weighted_revenue_da,actual_revenue_da,is_converted,simulated_margin_da,source_file,sales_rep_key
O00056,C0055,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00057,C0056,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00058,C0057,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00059,C0058,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00060,C0059,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00061,C0060,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00062,C0061,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00063,C0062,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00064,C0063,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00065,C0064,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00066,C0065,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00067,C0066,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00068,C0067,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00069,C0068,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00070,C0069,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00071,C0070,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00072,C0071,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00073,C0072,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00074,C0073,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00075,C0074,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00076,C0075,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00077,C0076,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00078,C0077,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00079,C0045,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00080,C0078,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00081,C0079,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00082,C0080,CH01,S002,20260215,Proposal,0.7,113000,79100.0,0,False,0.0,website,SR11
O00083,C0081,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00084,C0082,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00085,C0083,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00086,C0084,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00087,C0085,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00088,C0086,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00089,C0087,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00090,C0088,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00091,C0089,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00092,C0090,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00093,C0091,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00094,C0092,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00095,C0093,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00096,C0094,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00097,C0095,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00098,C0096,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00099,C0097,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00100,C0098,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00101,C0099,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00102,C0100,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00103,C0101,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00104,C0102,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00105,C0103,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00106,C0104,CH01,S002,20260215,Proposal,0.7,113000,79100.0,0,False,0.0,website,SR11
O00107,C0105,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00108,C0106,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00109,C0107,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00110,C0108,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00111,C0109,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00112,C0110,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00113,C0111,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00114,C0112,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00115,C0113,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00116,C0114,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00117,C0115,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00118,C0116,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00119,C0117,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00120,C0118,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00121,C0119,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00122,C0120,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00123,C0121,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00124,C0122,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00125,C0123,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00126,C0124,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00127,C0125,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00128,C0126,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00129,C0127,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00130,C0008,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00131,C0128,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00132,C0129,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00133,C0130,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00134,C0131,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00135,C0132,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00136,C0133,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00137,C0134,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00138,C0135,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00139,C0136,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00140,C0137,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00141,C0127,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00142,C0138,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00143,C0139,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00144,C0140,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00145,C0141,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00146,C0142,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00147,C0143,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00148,C0109,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00149,C0144,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00150,C0145,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00151,C0146,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00152,C0147,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00153,C0148,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00154,C0109,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00155,C0149,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00156,C0136,CH01,S002,20260215,Proposal,0.7,113000,79100.0,0,False,0.0,website,SR11
O00157,C0150,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00158,C0151,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00159,C0132,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00160,C0152,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00161,C0153,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00162,C0154,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00163,C0155,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00164,C0156,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00165,C0157,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00166,C0158,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00167,C0159,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00168,C0160,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00169,C0161,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00170,C0162,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00171,C0163,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00172,C0164,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00173,C0165,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00174,C0166,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00175,C0167,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00176,C0168,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00177,C0169,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00178,C0170,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00179,C0171,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00180,C0172,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00181,C0173,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00182,C0173,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00183,C0174,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00184,C0175,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00185,C0176,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00186,C0177,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00187,C0090,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00188,C0178,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00189,C0179,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00190,C0173,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00191,C0180,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00192,C0181,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00193,C0182,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00194,C0183,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00195,C0184,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00196,C0185,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00197,C0186,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00198,C0187,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00199,C0188,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00200,C0189,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00201,C0190,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00202,C0191,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00203,C0192,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00204,C0193,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00205,C0194,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00206,C0195,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00207,C0196,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00208,C0197,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00209,C0197,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00210,C0078,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00211,C0198,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00212,C0199,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00213,C0200,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00214,C0201,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00215,C0202,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00216,C0203,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00217,C0204,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00218,C0205,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00219,C0206,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00220,C0207,CH01,S002,20260215,Proposal,0.7,113000,79100.0,0,False,0.0,website,SR11
O00221,C0208,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00222,C0209,CH01,S002,20260215,Proposal,0.7,113000,79100.0,0,False,0.0,website,SR11
O00223,C0209,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00224,C0210,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00225,C0211,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00226,C0212,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00227,C0213,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00228,C0214,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00229,C0215,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00230,C0216,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00231,C0001,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00232,C0217,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00233,C0218,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00234,C0219,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00235,C0220,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00236,C0172,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00237,C0221,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00238,C0222,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00239,C0223,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00240,C0224,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00241,C0224,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00242,C0225,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00243,C0226,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00244,C0227,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00245,C0228,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00246,C0229,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00247,C0230,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00248,C0231,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00249,C0232,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00250,C0233,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00251,C0234,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00252,C0235,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00253,C0236,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00254,C0237,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00255,C0238,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00256,C0239,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00257,C0240,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00258,C0241,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00259,C0242,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00260,C0243,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00261,C0244,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00262,C0245,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00263,C0246,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00264,C0247,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00265,C0248,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00266,C0249,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00267,C0250,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00268,C0251,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00269,C0252,CH01,S002,20260215,Meeting,0.4,113000,45200.0,0,False,0.0,website,SR11
O00270,C0253,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00271,C0254,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00272,C0255,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00273,C0256,CH01,S002,20260215,Won,1.0,113000,113000.0,113000,True,73450.0,website,SR11
O00274,C0257,CH01,S002,20260215,Lost,0.0,113000,0.0,0,False,0.0,website,SR11
O00275,C0258,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00276,C0259,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00277,C0260,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00278,C0261,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
O00279,C0262,CH01,S002,20260215,Contacted,0.1,113000,11300.0,0,False,0.0,website,SR11
